1;Scotiabank;2021-03-16 20:07:44;2022-07-21 09:46:18;2021-11-24;712.1721129971542;Sell;Сегодня нельзя представить что прибыль компании...;436
2;CIBC;2020-05-10 09:25:12;2022-03-01 10:03:48;2022-06-16;294.1123242402821;Hold;Мы считаем что цена данной акции...;870
3;Росбанк;2021-06-04 09:21:56;2022-10-19 15:12:43;2021-07-05;540.3788643367047;Strong Buy;Наши аналитики рассчитывают на ...;895
4;Craig-Hallum;2020-03-08 19:34:09;2022-09-23 05:47:22;2022-05-22;12.718820893494778;Strong Sell;Мы все уверенны, что данная компания...;543
5;TD Securities;2020-06-18 22:32:15;2022-05-07 19:53:24;2021-07-17;66.75773863972749;Strong Buy;Прогноз основывается на следующих показателях...;730
6;Kepler Capital;2021-12-10 06:47:20;2022-05-19 10:48:07;2022-06-09;294.0719128465645;Hold;Наши аналитики считают...;79
7;Сбер;2021-03-24 16:47:10;2022-03-11 02:57:03;2022-12-05;592.7566795295273;Buy;Наши аналитики рассчитывают на ...;277
8;Газпромбанк;2021-11-05 17:03:43;2022-04-22 07:35:01;2022-02-03;666.9784487054478;Buy;Сегодня нельзя представить что прибыль компании...;742
9;Barrington;2020-08-13 11:57:23;2022-08-27 05:42:48;2021-09-16;986.5318417605201;Sell;Я не думаю что сегодня можно с уверенностью сказать...;580
10;Kepler Capital;2020-03-10 02:39:39;2022-03-16 10:42:14;2020-08-03;101.42920134418699;Sell;Мы думаем что дальнейший рост компании...;50
11;Wells Fargo;2021-05-06 11:34:07;2022-11-02 17:49:00;2021-06-12;37.50575070636276;Sell;Данный прогноз является отражением...;553
12;Craig-Hallum;2020-02-29 02:02:43;2022-09-08 07:40:48;2022-08-19;184.30007810292008;Strong Sell;Наше издание рекомендует вам ...;537
13;Deutsche Bank;2021-04-24 20:25:36;2022-12-31 22:06:18;2022-12-14;13.068142992841619;Hold;Я думаю что причина такой выручки заключается в следующем...;235
14;Bernstein;2021-09-19 21:06:19;2022-12-20 17:03:12;2022-09-08;730.6463308234531;Sell;Наши аналитики рассчитывают на ...;27
15;Stephens;2021-08-09 23:19:19;2022-06-28 21:51:48;2022-07-05;591.3991002695196;Strong Buy;Я не думаю что сегодня можно с уверенностью сказать...;854
16;ВТБ;2020-05-07 16:03:04;2022-11-21 18:42:40;2021-01-09;906.6114380010943;Strong Sell;Мы думаем что дальнейший рост компании...;184
17;Россельхозбанк;2021-07-06 22:59:25;2022-03-10 02:23:46;2022-06-09;983.6245344444525;Sell;Я думаю что причина такой выручки заключается в следующем...;426
18;ВТБ;2021-01-02 01:33:31;2022-11-06 10:36:21;2021-03-17;428.77749608255994;Sell;Сегодня нельзя представить что прибыль компании...;419
19;Piper Sandler;2021-09-11 18:16:13;2022-09-20 03:16:35;2022-06-26;677.3048067383928;Strong Buy;В данной обстановке мы считаем, что компания...;750
20;UBS;2021-10-27 19:36:56;2022-09-17 05:03:00;2022-09-03;369.56019329188206;Sell;Наше издание рекомендует вам ...;182
21;Газпромбанк;2020-01-05 06:16:03;2022-01-21 20:25:59;2020-12-27;616.2397142702758;Strong Sell;Данный прогноз является отражением...;338
22;Росбанк;2021-05-15 15:35:57;2022-02-21 10:48:20;2021-12-02;181.75528900179106;Sell;Мы все уверенны, что данная компания...;80
23;Росбанк;2020-09-11 14:04:03;2022-10-15 17:21:08;2020-10-30;794.2204634162273;Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;765
24;Scotiabank;2020-03-31 03:24:21;2022-01-19 08:19:37;2022-09-29;559.0458016525859;Strong Sell;Прогноз основывается на следующих показателях...;820
25;ВТБ;2020-12-21 00:59:44;2022-04-13 02:57:30;2021-07-04;806.3091314576284;Buy;Я не думаю что сегодня можно с уверенностью сказать...;502
26;Susquehanna;2021-04-27 09:25:49;2022-06-16 18:43:45;2021-11-13;903.3526907330781;Sell;Наши аналитики считают...;782
27;Wells Fargo;2021-03-16 02:04:18;2022-12-27 09:20:30;2021-06-09;491.9232320517199;Hold;Мы все уверенны, что данная компания...;863
28;Susquehanna;2020-03-12 18:52:42;2022-10-17 05:07:34;2021-05-08;318.6629087713247;Hold;Мы думаем что дальнейший рост компании...;819
29;Jefferies;2021-11-01 11:14:39;2022-04-25 05:58:53;2022-11-28;272.84429028576506;Sell;Наши аналитики считают...;178
30;Wells Fargo;2021-07-11 03:48:35;2022-11-05 13:30:02;2022-02-13;16.861211784769043;Hold;Наши аналитики считают...;204
31;Piper Sandler;2021-08-02 14:24:46;2022-02-26 15:15:15;2022-01-22;364.13826188348276;Sell;Мы все уверенны, что данная компания...;370
32;CIBC;2020-06-21 00:53:40;2022-05-04 01:47:23;2021-12-19;544.7835606994392;Sell;Я думаю что причина такой выручки заключается в следующем...;294
33;Citigroup;2020-08-16 12:47:41;2022-01-01 01:34:39;2020-10-05;495.7444159124943;Buy;Я не думаю что сегодня можно с уверенностью сказать...;587
34;Barrington;2021-12-04 14:00:48;2022-04-04 21:57:53;2022-11-22;448.74281313568684;Strong Buy;Данный прогноз является отражением...;510
35;Robert W. Baird;2021-01-28 04:36:40;2022-04-03 18:39:11;2022-07-22;209.2567608568832;Strong Sell;Наши аналитики считают...;720
36;Stephens;2020-09-08 01:42:22;2022-11-09 06:09:43;2021-05-03;220.77892061311286;Sell;Сегодня нельзя представить что прибыль компании...;681
37;Stifel Nicolaus;2020-02-08 23:41:05;2022-03-08 04:45:45;2022-08-14;231.796782191249;Hold;Мы все уверенны, что данная компания...;21
38;Почта банк;2020-02-12 10:54:33;2022-12-23 03:22:27;2021-04-10;11.991999444140735;Sell;Мы все уверенны, что данная компания...;163
39;Bernstein;2021-04-19 11:59:33;2022-06-25 14:56:58;2021-12-29;414.7766485258366;Strong Sell;В данной обстановке мы считаем, что компания...;101
40;Scotiabank;2020-02-19 02:32:55;2022-02-05 05:16:10;2020-05-27;348.48802734831173;Sell;В данной обстановке мы считаем, что компания...;472
41;Scotiabank;2020-03-25 06:35:34;2022-01-18 00:39:30;2021-07-11;954.2897846474006;Buy;Я думаю что причина такой выручки заключается в следующем...;9
42;Bernstein;2021-09-19 18:06:45;2022-03-07 22:16:53;2022-03-11;988.7094120382883;Strong Buy;Я думаю что причина такой выручки заключается в следующем...;275
43;Deutsche Bank;2021-10-12 10:45:25;2022-06-24 23:36:00;2022-06-21;899.3103649893948;Strong Buy;Я не думаю что сегодня можно с уверенностью сказать...;287
44;Raymond James;2020-04-17 21:31:09;2022-07-25 21:30:18;2022-05-18;225.44051624571034;Strong Buy;Наше издание рекомендует вам ...;57
45;National Bank;2021-10-15 09:28:29;2022-05-04 19:29:16;2021-12-15;249.0956964718174;Sell;Мы все уверенны, что данная компания...;821
46;Craig-Hallum;2021-04-30 05:47:55;2022-01-18 14:56:07;2021-07-16;681.6965099215504;Sell;Данный прогноз является отражением...;825
47;Wells Fargo;2021-07-17 15:51:23;2022-12-29 21:51:50;2021-08-30;20.187936535049122;Sell;Данный прогноз является отражением...;412
48;Росбанк;2021-08-13 01:22:04;2022-02-11 21:48:10;2022-03-22;859.7581304706415;Strong Sell;Я думаю что причина такой выручки заключается в следующем...;304
49;Robert W. Baird;2020-12-15 16:28:26;2022-05-23 13:10:51;2021-02-08;835.1207530874904;Sell;Мы считаем что цена данной акции...;714
50;Росбанк;2020-06-28 02:27:17;2022-03-26 09:11:38;2022-09-23;769.9426405149386;Sell;Мы считаем что цена данной акции...;525
51;Stephens;2021-08-07 09:17:52;2022-04-23 04:17:18;2022-02-16;460.66517981789605;Strong Buy;Мы думаем что дальнейший рост компании...;251
52;Россельхозбанк;2021-01-15 06:05:38;2022-01-23 21:27:59;2022-11-13;505.62381993411867;Buy;Я не думаю что сегодня можно с уверенностью сказать...;278
53;Kepler Capital;2020-04-15 19:28:06;2022-01-12 03:17:32;2021-04-05;445.4773145830967;Strong Sell;Наше издание рекомендует вам ...;768
54;TD Securities;2021-08-18 06:54:22;2022-07-01 14:52:35;2022-12-09;327.7123751880656;Sell;Наше бюро рассчитывает, что показатели компании...;362
55;ВТБ;2021-11-21 02:34:56;2022-09-05 05:50:58;2022-04-06;305.17330156677656;Sell;В данной обстановке мы считаем, что компания...;287
56;Scotiabank;2021-08-14 07:46:44;2022-10-02 10:35:13;2022-10-19;363.3081548909082;Sell;Данный прогноз является отражением...;278
57;Wells Fargo;2021-07-20 18:04:07;2022-04-13 10:59:37;2021-12-16;191.18054410401413;Sell;Мы все уверенны, что данная компания...;989
58;TD Securities;2020-04-17 21:45:25;2022-11-06 01:25:13;2021-11-19;285.18575627402157;Hold;Мы все уверенны, что данная компания...;747
59;Guggenheim;2020-11-06 01:53:50;2022-02-17 21:57:54;2022-04-29;629.2835827114076;Hold;Данный прогноз является отражением...;10
60;Почта банк;2021-07-27 19:16:03;2022-12-22 04:41:40;2022-04-28;737.1834940630571;Sell;Наше издание рекомендует вам ...;618
61;UBS;2021-10-26 00:04:56;2022-05-19 15:47:50;2022-08-23;686.5777999728617;Sell;Наше издание рекомендует вам ...;217
62;Почта банк;2021-02-18 21:42:15;2022-01-08 21:46:29;2021-11-26;967.0054343472658;Hold;В данной обстановке мы считаем, что компания...;430
63;Kepler Capital;2021-06-24 13:16:26;2022-10-21 02:01:57;2021-10-06;22.674487731410967;Strong Sell;Мы считаем что цена данной акции...;190
64;Jefferies;2020-11-01 05:19:15;2022-03-04 11:10:20;2021-07-06;499.2864991352758;Strong Buy;Мы считаем что цена данной акции...;436
65;MKM Partners;2020-05-01 17:11:19;2022-09-21 05:34:36;2020-09-06;26.80607640584188;Sell;Наше бюро рассчитывает, что показатели компании...;576
66;Barrington;2021-02-19 22:42:17;2022-06-08 15:21:39;2022-11-22;786.2135064302067;Strong Sell;Сегодня нельзя представить что прибыль компании...;30
67;National Bank;2020-03-11 12:17:31;2022-07-16 12:53:18;2022-07-12;477.8700412060711;Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;993
68;Росбанк;2020-05-31 04:46:40;2022-07-31 08:24:28;2022-11-11;618.2610251828914;Sell;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;261
69;Piper Sandler;2021-10-24 09:24:31;2022-02-04 20:32:05;2022-11-19;311.5936305498512;Sell;В данной обстановке мы считаем, что компания...;281
70;Susquehanna;2020-06-13 06:47:29;2022-02-13 15:57:33;2022-09-10;620.597289568499;Sell;Прогноз основывается на следующих показателях...;333
71;Benchmark Co.;2021-10-14 20:33:14;2022-12-25 11:10:37;2021-10-21;158.53717228905234;Strong Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;157
72;Craig-Hallum;2020-06-22 19:07:28;2022-06-05 00:45:22;2022-10-23;21.378514457031127;Hold;Я не думаю что сегодня можно с уверенностью сказать...;931
73;TD Securities;2020-01-14 23:08:32;2022-08-18 08:40:16;2022-06-18;646.0030623819418;Buy;Прогноз основывается на следующих показателях...;380
74;Craig-Hallum;2021-06-29 16:20:06;2022-01-16 01:07:27;2022-04-07;10.974834421185045;Hold;Мы думаем что дальнейший рост компании...;72
75;Россельхозбанк;2020-05-27 16:26:08;2022-10-03 19:39:03;2021-12-14;679.0792589407678;Hold;Данный прогноз является отражением...;717
76;Citigroup;2020-06-25 15:09:08;2022-09-12 15:16:45;2022-01-08;140.39890509149845;Buy;Мы считаем что цена данной акции...;654
77;Craig-Hallum;2020-12-25 03:41:50;2022-04-15 03:49:48;2022-02-03;59.62574973850407;Strong Sell;В данной обстановке мы считаем, что компания...;948
78;Stifel Nicolaus;2020-02-03 01:31:21;2022-08-12 14:46:37;2022-10-20;635.4307311879332;Strong Sell;Наши аналитики считают...;151
79;Wells Fargo;2021-05-06 05:44:49;2022-12-08 07:37:46;2021-10-01;73.31956882889992;Sell;Наше бюро рассчитывает, что показатели компании...;941
80;Wells Fargo;2021-10-07 08:24:38;2022-02-11 20:58:59;2022-09-29;772.0963784354276;Hold;Сегодня нельзя представить что прибыль компании...;789
81;Robert W. Baird;2021-09-03 21:27:53;2022-03-01 23:17:31;2022-08-03;14.965701755626432;Buy;Наше издание рекомендует вам ...;498
82;Needham;2021-09-24 06:22:38;2022-11-30 21:56:38;2022-11-03;45.65123737304812;Strong Buy;Мы считаем что цена данной акции...;70
83;Россельхозбанк;2020-03-15 07:11:21;2022-05-28 17:07:42;2022-01-08;938.1884151935718;Sell;Данный прогноз является отражением...;856
84;Susquehanna;2021-01-01 20:53:45;2022-03-06 01:49:21;2022-01-17;897.521650938564;Hold;Наше издание рекомендует вам ...;861
85;Susquehanna;2021-01-16 08:38:43;2022-11-26 22:20:37;2022-03-12;650.2348004829861;Sell;Данный прогноз является отражением...;343
86;ВТБ;2021-07-26 07:06:41;2022-08-11 17:22:53;2022-05-24;339.3877997370877;Strong Buy;Наше издание рекомендует вам ...;599
87;Почта банк;2021-01-18 01:51:00;2022-09-27 20:38:43;2022-03-29;454.55798111398553;Sell;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;883
88;Stephens;2021-01-11 07:33:13;2022-10-01 21:06:21;2021-04-24;690.0288753982737;Hold;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;769
89;Craig-Hallum;2021-06-17 16:51:15;2022-03-26 21:01:28;2021-07-30;47.756777204425504;Strong Sell;Данный прогноз является отражением...;883
90;Citigroup;2020-11-21 13:53:25;2022-05-16 06:13:27;2021-07-12;45.75668784177919;Hold;Я думаю что причина такой выручки заключается в следующем...;397
91;Wells Fargo;2021-10-22 20:22:15;2022-01-01 15:24:37;2022-12-12;412.28068023997736;Sell;Мы думаем что дальнейший рост компании...;355
92;Wells Fargo;2020-08-01 14:12:25;2022-03-23 07:00:45;2022-12-04;309.69000662131134;Hold;Мы считаем что цена данной акции...;802
93;Robert W. Baird;2021-04-20 18:20:13;2022-01-27 08:30:37;2021-05-04;353.8691641407411;Strong Buy;Данный прогноз является отражением...;671
94;ВТБ;2021-08-30 22:10:46;2022-03-30 14:16:28;2022-10-30;642.7125769938872;Strong Sell;Я думаю что причина такой выручки заключается в следующем...;790
95;Barrington;2021-04-28 20:04:18;2022-11-03 03:32:11;2021-07-26;657.4280000376625;Sell;Наши аналитики рассчитывают на ...;690
96;Barrington;2020-09-03 13:07:06;2022-10-17 03:15:47;2020-10-23;551.2230045082533;Buy;Прогноз основывается на следующих показателях...;855
97;Morgan Stanley;2021-03-05 05:02:49;2022-03-28 03:37:16;2021-09-05;599.517601239101;Strong Buy;Наше издание рекомендует вам ...;682
98;Citigroup;2020-02-07 16:43:54;2022-05-07 00:53:24;2020-02-10;917.6547822669506;Sell;Наши аналитики рассчитывают на ...;243
99;Сбер;2021-02-03 19:13:15;2022-01-21 23:34:13;2022-08-06;204.39824986700444;Hold;Наше бюро рассчитывает, что показатели компании...;493
100;Bernstein;2020-09-10 20:32:32;2022-04-29 02:10:26;2020-09-11;451.974190933788;Strong Sell;Прогноз основывается на следующих показателях...;352
101;Сбер;2020-12-04 15:44:27;2022-08-27 14:36:49;2021-05-18;834.5688807451022;Sell;Данный прогноз является отражением...;924
102;Morgan Stanley;2021-07-29 18:47:02;2022-07-26 06:21:21;2022-04-20;840.9681742777349;Strong Buy;Наши аналитики считают...;998
103;Wells Fargo;2021-10-25 16:31:21;2022-05-26 20:18:46;2022-05-23;527.9651378814077;Buy;Наше бюро рассчитывает, что показатели компании...;383
104;Почта банк;2020-11-15 12:00:52;2022-09-26 15:51:33;2020-12-27;549.6527129801964;Sell;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;818
105;Альфа-банк;2020-05-24 01:45:30;2022-03-02 00:23:50;2020-11-02;988.7805175247295;Sell;Мы считаем что цена данной акции...;541
106;MKM Partners;2021-08-09 16:37:25;2022-10-27 03:55:03;2022-03-24;20.08330368358485;Strong Buy;Я не думаю что сегодня можно с уверенностью сказать...;52
107;Susquehanna;2021-03-23 11:17:24;2022-01-06 01:31:28;2022-04-13;506.2109221453657;Buy;Наше издание рекомендует вам ...;828
108;Piper Sandler;2020-12-09 02:33:00;2022-05-02 05:26:40;2021-06-27;45.27886641745927;Sell;Наши аналитики рассчитывают на ...;90
109;Kepler Capital;2020-02-05 15:05:41;2022-11-08 07:48:12;2021-08-05;720.5178447387032;Sell;В данной обстановке мы считаем, что компания...;44
110;Truist Financial;2020-03-29 18:54:46;2022-07-19 15:34:08;2022-12-22;803.8655764035782;Sell;Я думаю что причина такой выручки заключается в следующем...;491
111;UBS;2020-07-19 08:51:17;2022-09-21 00:30:08;2022-02-06;31.23416200934591;Hold;Я думаю что причина такой выручки заключается в следующем...;549
112;Stifel Nicolaus;2021-11-22 22:04:42;2022-09-08 21:41:15;2022-06-24;781.7189354395705;Strong Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;309
113;Craig-Hallum;2021-09-07 13:07:40;2022-02-14 08:07:53;2022-11-11;125.35737579246135;Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;52
114;National Bank;2020-04-26 16:14:58;2022-08-19 01:00:34;2021-10-05;861.4027131131409;Strong Sell;Я думаю что причина такой выручки заключается в следующем...;173
115;Deutsche Bank;2020-02-02 00:42:50;2022-05-03 15:25:58;2020-04-08;547.0055305136784;Sell;Наши аналитики считают...;580
116;UBS;2021-10-16 04:54:40;2022-10-12 05:37:11;2021-11-08;864.6216197013739;Sell;Прогноз основывается на следующих показателях...;111
117;Piper Sandler;2021-08-21 19:39:07;2022-01-10 19:36:09;2022-08-19;181.30940204893886;Buy;Я не думаю что сегодня можно с уверенностью сказать...;711
118;Benchmark Co.;2020-11-12 07:31:16;2022-01-03 01:54:07;2022-07-13;740.4536507721145;Buy;Наши аналитики рассчитывают на ...;643
119;Bernstein;2021-12-29 11:11:58;2022-11-19 14:08:09;2022-06-23;942.9055319687981;Sell;Мы считаем что цена данной акции...;375
120;Почта банк;2020-05-19 01:26:58;2022-12-05 08:29:26;2022-01-09;89.37763195954868;Buy;Сегодня нельзя представить что прибыль компании...;873
121;Wells Fargo;2021-06-20 15:08:51;2022-01-16 12:57:51;2022-10-24;467.7022998136356;Strong Sell;Прогноз основывается на следующих показателях...;955
122;Kepler Capital;2021-07-10 23:47:25;2022-05-08 02:47:31;2021-07-11;807.9172525420884;Strong Sell;Наши аналитики считают...;42
123;Stephens;2021-08-02 06:33:22;2022-11-05 00:35:45;2022-10-18;333.57534619001433;Buy;Наши аналитики рассчитывают на ...;478
124;Raymond James;2020-10-27 18:18:18;2022-07-30 05:58:59;2022-09-25;222.17867639557812;Sell;В данной обстановке мы считаем, что компания...;944
125;Citigroup;2021-10-19 03:42:36;2022-09-11 22:13:49;2022-08-16;708.3850602471956;Hold;Мы думаем что дальнейший рост компании...;19
126;Kepler Capital;2020-11-28 11:21:28;2022-04-02 09:31:49;2021-12-01;881.7713740750706;Sell;Прогноз основывается на следующих показателях...;999
127;Guggenheim;2021-11-04 14:39:55;2022-02-06 22:20:34;2022-09-30;958.2278712451646;Buy;Мы все уверенны, что данная компания...;638
128;Bernstein;2021-07-13 03:17:15;2022-11-02 05:19:49;2022-01-13;153.64325146414652;Sell;Я не думаю что сегодня можно с уверенностью сказать...;661
129;Jefferies;2021-02-10 15:05:11;2022-03-25 14:36:45;2022-01-18;954.6825108266399;Sell;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;90
130;CIBC;2020-11-02 21:54:55;2022-01-28 23:33:14;2021-06-06;503.54551882320504;Sell;Мы все уверенны, что данная компания...;127
131;National Bank;2021-07-31 23:05:31;2022-11-07 10:47:52;2022-01-30;884.4008443502005;Buy;Я думаю что причина такой выручки заключается в следующем...;720
132;Barrington;2021-04-10 09:12:44;2022-06-08 12:11:53;2022-10-19;128.45153995351893;Sell;Сегодня нельзя представить что прибыль компании...;205
133;MKM Partners;2021-02-25 02:21:16;2022-10-20 03:01:28;2022-01-11;855.6198428870438;Sell;Сегодня нельзя представить что прибыль компании...;458
134;TD Securities;2021-06-29 06:53:51;2022-07-03 15:58:38;2021-10-08;956.593773818778;Sell;Наше издание рекомендует вам ...;347
135;Stifel Nicolaus;2020-01-22 17:05:57;2022-03-25 04:24:43;2022-08-19;914.0795849096058;Hold;Наши аналитики считают...;853
136;Росбанк;2021-02-02 21:06:30;2022-08-13 04:21:35;2022-06-13;287.6308282548067;Strong Buy;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;820
137;MKM Partners;2021-03-14 02:37:20;2022-11-19 11:50:08;2022-01-28;362.72205678464957;Hold;Наше бюро рассчитывает, что показатели компании...;480
138;CIBC;2020-06-06 10:20:44;2022-12-24 02:46:24;2020-12-27;894.8985908283148;Buy;Наше издание рекомендует вам ...;216
139;Stifel Nicolaus;2020-12-03 13:51:16;2022-01-23 23:04:58;2022-05-23;356.78398066523084;Buy;Наши аналитики рассчитывают на ...;344
140;Deutsche Bank;2020-04-02 03:56:15;2022-10-13 22:55:08;2020-08-24;206.51056463772724;Buy;Наши аналитики рассчитывают на ...;240
141;Россельхозбанк;2020-03-15 04:20:05;2022-05-13 14:45:27;2022-01-13;253.3560012676295;Sell;Наше издание рекомендует вам ...;431
142;Benchmark Co.;2021-11-20 10:46:16;2022-10-11 11:01:01;2022-01-06;434.915483133848;Hold;В данной обстановке мы считаем, что компания...;10
143;Needham;2021-09-24 17:58:13;2022-05-08 20:21:46;2022-05-15;263.1007749396667;Sell;Мы думаем что дальнейший рост компании...;249
144;National Bank;2020-06-22 23:25:03;2022-10-23 07:07:55;2020-12-31;354.9858808912478;Hold;Мы все уверенны, что данная компания...;829
145;Robert W. Baird;2020-03-12 13:43:05;2022-04-05 11:45:59;2021-04-27;186.39681600108446;Strong Buy;Прогноз основывается на следующих показателях...;273
146;Robert W. Baird;2020-02-02 03:20:23;2022-05-10 16:37:42;2022-02-16;561.0672467263411;Sell;Данный прогноз является отражением...;940
147;Robert W. Baird;2020-06-16 19:35:55;2022-02-22 19:06:43;2021-07-11;837.747326050019;Buy;Прогноз основывается на следующих показателях...;841
148;Robert W. Baird;2021-05-25 16:47:32;2022-06-13 18:45:40;2022-12-22;29.41560410755841;Strong Buy;Мы думаем что дальнейший рост компании...;696
149;Kepler Capital;2021-07-21 03:51:41;2022-07-27 22:20:03;2021-08-08;660.4159404075365;Sell;Прогноз основывается на следующих показателях...;547
150;Почта банк;2020-02-01 01:16:57;2022-09-22 05:32:35;2022-05-09;375.5568389459017;Strong Buy;Данный прогноз является отражением...;319
151;Stifel Nicolaus;2020-06-14 15:10:51;2022-01-10 20:05:01;2022-01-12;662.7134016285233;Hold;Мы все уверенны, что данная компания...;149
152;Газпромбанк;2021-06-29 15:38:58;2022-02-18 08:14:21;2021-11-16;556.686213842172;Hold;Наши аналитики рассчитывают на ...;551
153;Stephens;2020-01-09 11:24:48;2022-02-06 01:55:55;2020-04-28;628.7521329214461;Strong Sell;Сегодня нельзя представить что прибыль компании...;622
154;Nomura;2021-05-06 08:59:03;2022-03-16 02:21:36;2021-12-12;970.9204168225137;Sell;В данной обстановке мы считаем, что компания...;546
155;Morgan Stanley;2020-01-11 11:17:34;2022-08-27 23:50:43;2022-04-13;961.7161423865625;Buy;Наше издание рекомендует вам ...;279
156;UBS;2020-03-27 10:48:53;2022-10-25 23:30:31;2022-03-28;175.68006601563087;Strong Buy;Наше бюро рассчитывает, что показатели компании...;630
157;Piper Sandler;2020-07-15 00:57:21;2022-04-01 07:03:00;2022-02-12;896.9072702492798;Strong Sell;Данный прогноз является отражением...;417
158;CIBC;2021-02-27 09:18:30;2022-09-11 13:11:28;2021-07-11;737.1424382111849;Buy;Мы все уверенны, что данная компания...;269
159;Сбер;2021-03-25 21:55:22;2022-03-17 01:30:32;2021-04-30;495.1081272795343;Buy;Наше бюро рассчитывает, что показатели компании...;135
160;CIBC;2020-04-24 22:51:15;2022-05-16 07:30:38;2020-09-10;403.61483130833795;Strong Buy;Мы считаем что цена данной акции...;518
161;Россельхозбанк;2020-08-01 02:59:12;2022-12-18 22:25:00;2021-04-01;279.1558842590405;Hold;Наше бюро рассчитывает, что показатели компании...;206
162;National Bank;2020-08-08 10:24:46;2022-03-25 00:58:46;2020-09-11;673.6025080653399;Sell;Наши аналитики рассчитывают на ...;724
163;Susquehanna;2021-08-17 09:13:35;2022-07-28 13:48:08;2021-09-29;617.0563466309842;Sell;Нельзя сказать иначе в текущей ситуации, но выручка компании ...;963
164;Susquehanna;2020-02-14 09:04:06;2022-05-18 16:16:32;2021-06-21;762.1356965508251;Sell;Мы все уверенны, что данная компания...;412
165;Craig-Hallum;2020-11-24 01:10:28;2022-05-01 05:24:15;2021-02-02;326.17316331334155;Sell;Наше издание рекомендует вам ...;58
166;Bernstein;2021-08-22 17:59:10;2022-12-07 15:10:57;2022-10-20;385.7219922276552;Sell;Мы считаем что цена данной акции...;766
167;Craig-Hallum;2020-06-13 00:40:19;2022-08-13 21:44:37;2021-11-08;761.6230095064993;Strong Sell;Наши аналитики рассчитывают на ...;648
168;TD Securities;2020-01-27 10:51:39;2022-11-14 23:08:28;2021-04-12;178.0629618823368;Hold;Мы все уверенны, что данная компания...;10
169;Газпромбанк;2021-10-04 04:58:23;2022-10-22 03:16:29;2021-11-21;732.3490310098093;Strong Sell;Наше бюро рассчитывает, что показатели компании...;343
170;Piper Sandler;2020-01-20 16:26:58;2022-01-11 20:55:46;2022-09-08;22.502772854933806;Hold;В данной обстановке мы считаем, что компания...;187
171;Сбер;2021-03-09 16:23:58;2022-09-13 20:39:10;2022-07-14;627.6984022838272;Buy;Мы все уверенны, что данная компания...;891
172;Stephens;2021-06-15 21:51:50;2022-08-27 07:55:59;2022-07-21;607.5427301337694;Buy;Мы думаем что дальнейший рост компании...;148
173;Jefferies;2020-03-14 11:24:40;2022-12-19 06:01:12;2022-11-15;16.145186326626796;Strong Sell;В данной обстановке мы считаем, что компания...;464
174;Guggenheim;2021-02-03 21:53:19;2022-04-29 22:12:02;2021-07-20;109.5221230294379;Hold;Мы все уверенны, что данная компания...;342
175;TD Securities;2021-06-19 07:09:42;2022-12-25 19:57:49;2022-09-24;190.18471047602242;Sell;Мы все уверенны, что данная компания...;321
176;Stephens;2020-10-01 20:59:35;2022-12-18 19:43:52;2021-11-02;597.913461676425;Strong Buy;Наше издание рекомендует вам ...;222
177;Nomura;2021-02-10 13:15:14;2022-02-01 00:59:52;2022-11-16;916.789651881831;Sell;Мы считаем что цена данной акции...;961
178;ВТБ;2021-09-03 09:27:42;2022-03-24 14:48:55;2022-06-15;235.74961502236758;Buy;Наши аналитики рассчитывают на ...;658
179;Barrington;2021-10-08 12:53:27;2022-09-14 00:41:27;2021-12-24;753.6636485245974;Buy;В данной обстановке мы считаем, что компания...;768
180;Craig-Hallum;2021-08-31 08:41:36;2022-07-09 06:34:38;2022-05-03;34.18421429323136;Strong Buy;Данный прогноз является отражением...;745
